epoch,train_loss,sanval_nse,lr,grad_norm,elapsed_s
0,0.6318105950282005,0.46073161693911313,7.071067811865475e-05,2.296601,571.3
1,0.5379157414330403,0.5044997208521969,0.0001414213562373095,2.357805,571.6
2,0.5236653055778199,0.5097026370719481,0.00014118155117518878,2.257835,571.7
3,0.5116641273584513,0.5263035528640156,0.00014046377410056006,2.038138,571.8
4,0.5021707791340354,0.5551453670849658,0.0001392729281586594,2.039282,572.3
5,0.49563468411313205,0.5354890540286772,0.0001376171480347719,1.935792,573.4
6,0.48973064852796355,0.5596117393274709,0.00013550774438608266,1.915660,573.0
7,0.4792772345063631,0.5943443960024888,0.00013295912657841942,1.900162,572.2
8,0.4711100688522962,0.5993213423933363,0.00012998870425567295,1.857780,572.0
9,0.46279927641238633,0.5499066680933065,0.0001266167684142762,1.817178,571.9
10,0.4501960639882903,0.5784831890776427,0.0001228663527951239,1.957052,572.0
11,0.44256496457590944,0.5751516840086927,0.00011876307653976629,1.860134,580.5
12,0.4295230539282118,0.5704893179686273,0.0001143349691856948,1.938139,577.7
13,0.41564576380684093,0.6358696615771547,0.00010961227919617957,1.937766,574.3
14,0.40402799935155276,0.5699082329142919,0.0001046272673325936,1.949648,571.7
15,0.39382646013846656,0.5779982661281329,9.941398628070074e-05,2.009670,572.0
16,0.37804612991281183,0.5226573724835502,9.400804803628285e-05,2.099595,571.7
17,0.36866871809025,0.5657867665403135,8.844638063909857e-05,2.171926,571.5
18,0.3518687836254366,0.550283975745641,8.276697591692723e-05,2.137218,571.6
19,0.337402826923297,0.5548283822736728,7.700862996286188e-05,2.025136,571.5
20,0.3259072806030452,0.5093997312321327,7.121067811865475e-05,2.141208,571.1
21,0.3118170708093769,0.5431313735398056,6.541272627444764e-05,2.081381,571.1
22,0.30095147075207235,0.558019513443804,5.9654380320382265e-05,2.042631,570.9
23,0.2941513425181713,0.5977206081201066,5.397497559821094e-05,2.114278,570.9
24,0.280784822581949,0.5196477102035677,4.841330820102667e-05,2.000554,570.7
25,0.2697035125080916,0.5476168192090763,4.3007369956608795e-05,1.980566,570.9
26,0.26214368432508617,0.5587565941292116,3.7794088904715916e-05,2.027055,571.0
27,0.25318415778671494,0.5388303677791026,3.280907704112997e-05,1.954377,571.4
28,0.24580789768762362,0.5254100941882128,2.8086387051614715e-05,1.937219,570.7
29,0.23791437172962637,0.5704567148555082,2.365827969754325e-05,1.819644,570.7
30,0.2303589853715593,0.5464842244719516,1.955500344218561e-05,1.841729,570.6
31,0.22618754530479065,0.5452570023237723,1.5804587823033325e-05,1.762382,571.2
32,0.22248275307048182,0.5469352721945031,1.243265198163658e-05,1.797688,570.7
33,0.2169429550131833,0.5477031342885879,9.462229658890104e-06,1.693916,571.1
