epoch,train_loss,sanval_nse,lr,grad_norm,elapsed_s
0,0.6435093248010774,0.470625570444824,5e-05,3.179604,641.4
1,0.5433432381939289,0.5091095079348258,0.0001,2.634558,638.9
2,0.528586149496988,0.5303227409265192,9.983093240383015e-05,2.429251,614.6
3,0.5176951890985164,0.5262848961362118,9.932488451843476e-05,2.636159,605.2
4,0.5105429444000266,0.5463716151558398,9.848531316399687e-05,2.093249,604.2
5,0.5003107712086052,0.5608923520732738,9.73179534641814e-05,2.238376,606.1
6,0.49790155201843195,0.5345806131780715,9.583077966942534e-05,2.358893,590.3
7,0.4916019471950942,0.5418995124050923,9.403395068472121e-05,2.325428,589.6
8,0.4869691726855343,0.4751151288341111,9.193974067399516e-05,2.191642,584.7
9,0.48192585028831697,0.5150401965902279,8.956245521512149e-05,2.015225,585.6
10,0.4749037892606473,0.5654868316813562,8.691833357832002e-05,2.442388,581.9
11,0.46460961881249657,0.5269506294309423,8.40254377954742e-05,2.210221,590.3
12,0.4624822250464193,0.5470050823681754,8.090352927813856e-05,2.070887,606.6
13,0.4576052916186896,0.52649949146288,7.757393382706014e-05,2.225514,600.0
14,0.44432182579319696,0.5606242643302322,7.405939595533516e-05,2.598124,593.9
15,0.44238880290544513,0.5735546627498502,7.0383923520322e-05,2.103446,591.9
16,0.4305549059143184,0.5369641479404204,6.657262372563184e-05,1.897652,631.4
17,0.421584758501486,0.49124899857931126,6.265153161346956e-05,2.191058,617.1
18,0.41047118942530847,0.5395616972710148,5.864743221889634e-05,2.048743,594.9
19,0.40117240847308894,0.5622247883656808,5.458767760088046e-05,2.193749,595.8
20,0.39173799981767055,0.5414548035143723,5.05e-05,2.993512,589.8
21,0.3819895274571876,0.5158321197526469,4.6412322399119556e-05,1.958610,587.2
22,0.37374991977308986,0.49640841599743313,4.2352567781103665e-05,2.408226,587.8
23,0.3696631225060075,0.4937267114448808,3.834846838653045e-05,2.572306,619.8
24,0.35883251554419326,0.5233042459522412,3.442737627436817e-05,2.251497,609.0
25,0.3482459205424857,0.5056487447479034,3.0616076479678025e-05,2.176773,598.8
26,0.341624399681778,0.5491822399943085,2.6940604044664862e-05,2.499421,589.8
27,0.3315729541917892,0.5344521845745986,2.3426066172939882e-05,2.242492,589.0
28,0.32559229346376684,0.526158013049566,2.0096470721861445e-05,2.223987,589.4
29,0.3178263165508902,0.5059040104842099,1.6974562204525823e-05,1.761957,585.9
30,0.3111631757247262,0.5448871243246807,1.4081666421679987e-05,2.045686,584.1
31,0.30450270709259325,0.5170049308935527,1.1437544784878524e-05,1.852885,587.0
32,0.29851420424855135,0.5178710911401735,9.060259326004838e-06,2.081281,582.8
33,0.2951409391954332,0.5446474913169691,6.966049315278797e-06,2.099766,577.8
34,0.292286460932036,0.4918432480960728,5.169220330574654e-06,1.707534,601.7
35,0.28944479488076325,0.4903398234132209,3.6820465358185853e-06,1.975159,615.2
