epoch,train_loss,sanval_nse,lr,grad_norm,elapsed_s
0,0.6449768932212561,0.48761296997406955,5e-05,2.640632,635.1
1,0.54344130106987,0.5021148486724398,0.0001,2.490369,652.1
2,0.5281151920160283,0.5182338347447666,9.983093240383015e-05,2.371802,646.5
3,0.5163892075265316,0.4980864257752745,9.932488451843476e-05,2.166875,658.2
4,0.5083534009997287,0.5443241325336245,9.848531316399687e-05,2.126417,666.9
5,0.4998271576382994,0.5151148774836778,9.73179534641814e-05,2.011392,664.0
6,0.49466803617884225,0.5294873935191584,9.583077966942534e-05,1.954781,653.3
7,0.4849360442573443,0.5352865424931326,9.403395068472121e-05,1.899567,656.4
8,0.47847202459428617,0.4788725942376574,9.193974067399516e-05,1.905422,658.8
9,0.47269774972512624,0.5337540242334811,8.956245521512149e-05,1.912404,664.6
10,0.46530943971650923,0.5366464571053369,8.691833357832002e-05,2.003427,664.2
11,0.45432450541532676,0.5261837525852077,8.40254377954742e-05,1.950252,669.6
12,0.4455677020354711,0.5378729793048964,8.090352927813856e-05,1.990671,662.6
13,0.43987441966920715,0.579238432602927,7.757393382706014e-05,2.042283,667.2
14,0.4283538523535123,0.5388471527804918,7.405939595533516e-05,2.111045,668.6
15,0.4221992763353903,0.5642725305097315,7.0383923520322e-05,2.113101,663.5
16,0.40892415002496063,0.5761196256592305,6.657262372563184e-05,2.191404,662.0
17,0.4010530513605423,0.5515016557759728,6.265153161346956e-05,2.199221,669.0
18,0.3895770786802031,0.5667237738288162,5.864743221889634e-05,2.191311,665.9
19,0.37992253842169826,0.5127895510826532,5.458767760088046e-05,2.248170,668.4
20,0.3693038297236134,0.5384066229658612,5.05e-05,2.317750,665.0
21,0.3606659747478055,0.5109313698453881,4.6412322399119556e-05,2.290436,674.0
22,0.35242147977879035,0.5354497747025142,4.2352567781103665e-05,2.308971,665.9
23,0.34620105871659296,0.5243057466004843,3.834846838653045e-05,2.394635,661.4
24,0.33789641618613453,0.5353433610058407,3.442737627436817e-05,2.347074,673.6
25,0.32648517331761684,0.5450897925458325,3.0616076479678025e-05,2.334812,677.5
26,0.3205630240771005,0.5352922320658763,2.6940604044664862e-05,2.369002,677.8
27,0.3140868739529723,0.5343366244469374,2.3426066172939882e-05,2.355951,684.3
28,0.310412940963561,0.5425660198855305,2.0096470721861445e-05,2.396261,642.9
29,0.3017414098803083,0.5470171009715371,1.6974562204525823e-05,2.367032,640.1
30,0.29340147877294936,0.5282912679517252,1.4081666421679987e-05,2.359111,636.2
31,0.28936643337693857,0.5497173334043248,1.1437544784878524e-05,2.326887,635.3
32,0.28455917970598654,0.5478430010321558,9.060259326004838e-06,2.328805,634.3
33,0.2825512250524357,0.5594064868042381,6.966049315278797e-06,2.303299,632.2
